States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date
Madhya Pradesh,36.38,27.55,33.13,75.75,142.57,106.2,106.28,89.2,42.17,57.83,190.75,138.38,121.38,115.1,144.56,113.55,47.5,247.13,19.38,20.63,26.5,55.13,26/08/2023
Madhya Pradesh,36.68,27.41,33.43,75.32,141.59,105.68,105.97,89.35,42.03,57.24,190.11,137.35,119.89,114.76,143.33,113.9,47.35,241.38,18.81,20.38,26.08,53.84,27/08/2023
Madhya Pradesh,36.7,27.56,33.33,75.98,142.63,105.74,106.23,89.72,42.05,57.36,192.09,137.7,121.14,114.84,144.6,112.87,47.4,245.21,19.02,20.48,26.69,50.79,28/08/2023
Madhya Pradesh,36.69,27.48,33.36,76.14,142.43,105.45,106.57,90.07,42.1,57.79,192.12,138.21,121.29,115.31,145.32,112.74,47.36,246.57,19.12,20.48,26.24,48.98,29/08/2023
Madhya Pradesh,36.66,28.03,33.88,74.72,144.25,104.16,105.63,88,42.03,57.13,188.25,136.41,119.19,114.47,143.03,114.2,47.78,235.38,19.13,20.77,26.68,46.29,30/08/2023
Madhya Pradesh,36.84,27.7,33.54,75.97,144.59,107.27,107.57,90.73,42.03,57.14,189.7,137.62,121.51,114.7,143.11,113.95,47.51,244.65,18.24,20.81,25.84,46.03,31/08/2023
Madhya Pradesh,36.64,27.59,33.34,76.68,142.7,105.36,106.5,90.75,42.07,57.59,191.61,136.23,120.16,114.66,143.26,112.65,47.45,242.59,19.05,20.8,26.2,48.05,01/09/2023
Madhya Pradesh,36.1,27.23,33.08,76.28,143.05,106.1,106.67,90.22,42.05,57.17,191.72,137.28,120.85,114.38,144,113.27,47.17,244.6,18.82,20.6,26.13,42.4,02/09/2023
Madhya Pradesh,36.54,27.51,33.49,76.05,142.84,105.38,107.11,90.11,41.95,56.73,191.86,137.59,119.81,114.22,144.58,114.25,47.11,248.59,18.75,20.3,26.43,40.92,03/09/2023
Madhya Pradesh,37.19,27.53,33.17,76.96,144.23,105.68,106.72,90.34,42.09,57.83,192.32,137.81,120.72,114.15,143.26,112.25,47.53,244.32,19.11,20.68,25.89,44.72,04/09/2023
Madhya Pradesh,37.07,27.41,33.17,76.61,145.65,106.5,106.63,90.3,42.16,57.76,192.71,137.47,120.96,114.13,143.98,112.21,47.58,245.33,19.24,20.42,26,40.71,05/09/2023
Madhya Pradesh,37.13,27.6,32.84,76.44,146.93,107.16,106.58,90.09,42.02,57.82,193.13,137.04,120.8,113.09,143.77,112.21,47.78,240.78,19.27,20.51,25.84,39.58,06/09/2023
Madhya Pradesh,36.38,27.4,33.35,76.67,146.21,105.91,106.49,90.09,42.26,58.12,193.21,136.47,120.05,113.95,143.26,111.92,47.81,241.33,18.98,20.44,26.37,37.58,07/09/2023
Madhya Pradesh,37.42,27.67,33.22,76.95,144.91,105.8,107,90.49,42.02,57.93,192.22,137.87,120.38,114.07,143.64,112.39,47.51,242.29,19.24,20.44,26.36,38.76,08/09/2023
Madhya Pradesh,36.62,27.7,33.41,76.62,145.18,105.9,107.4,90.78,42.18,57.95,191.9,137.85,121.31,114.92,146.37,112.52,47.45,245.29,19.79,20.07,27.25,35.08,09/09/2023
Madhya Pradesh,36.74,27.49,33.59,77.08,146.41,106.1,107.82,90.03,42.26,57.23,190.85,138.38,120.51,113.79,144.53,112.73,47.79,247.36,18.87,19.95,26.49,33.51,10/09/2023
Madhya Pradesh,37.24,27.54,33.24,77.28,147.8,106.59,107.65,90.17,42.22,57.89,192.7,137.33,120.8,113.33,143.58,111.63,47.16,246.16,19.23,20.46,26.74,32.93,11/09/2023
Madhya Pradesh,37.27,27.5,33.2,77.77,147.2,106.7,108.09,90.09,42.16,57.37,191.23,137.36,120.41,113,142.95,111.96,47.47,243.86,18.95,20.48,26.2,33.8,12/09/2023
Madhya Pradesh,37.45,27.77,33.41,77.23,148.7,106.75,108.5,89.61,42.26,57.53,191.67,138.09,120.4,112.86,142.4,113.14,47.63,245.35,19.28,20.72,26.44,31.79,13/09/2023
Madhya Pradesh,37.49,27.64,33.36,77.51,148.96,106.62,108.29,90.29,42.27,57.42,191.89,137.02,119.82,112.38,142.43,111.33,47.53,244.58,18.95,20.36,26.8,30.62,14/09/2023
Madhya Pradesh,37.67,27.3,33.21,77.91,149.14,107.02,108.91,90.72,42.33,57.84,192.58,136.77,120.09,112.84,144.21,111.32,47.67,244.88,18.88,20.02,26.84,29.35,15/09/2023
Madhya Pradesh,37.35,27.38,33.48,77.78,148.63,105.8,108.56,90.6,42.33,57.73,194.03,138.43,120.8,113.55,144.44,111.39,47.45,249.65,18.77,19.93,27,29.3,16/09/2023
Madhya Pradesh,37.74,27.69,33.59,77.41,148.63,105.32,108.92,90.1,42.49,57.51,193.21,135.97,118.05,112.51,143,110.43,47.74,237.92,18.46,19.64,27.21,26.59,17/09/2023
Madhya Pradesh,37.96,27.73,33.51,77.98,150.07,107.13,108.89,89.96,42.36,57.76,193.51,136.64,120.11,112.16,143.11,110.78,47.64,245.13,19.39,19.98,26.69,27.67,18/09/2023
Madhya Pradesh,38.05,27.61,33.51,78.34,149.85,107,109.07,90.44,42.4,57.77,193.1,136.76,119.88,112.27,143.9,110.81,47.7,250.95,19.43,19.98,26.93,27.46,19/09/2023
Madhya Pradesh,38,27.84,33.47,78.07,149.84,107.09,109.09,89.96,42.38,57.91,192.82,136.04,119.47,111.67,142.16,109.78,47.51,245.51,19.39,19.82,26.68,26.61,20/09/2023
Madhya Pradesh,38.32,27.93,33.41,78.15,150.95,107.78,109.51,91.22,42.41,57.51,192.41,137.56,120.98,112.95,143.75,110.68,47.98,245.37,19.22,20.34,26.46,27.73,21/09/2023
Madhya Pradesh,38.23,27.8,33.39,78.05,150.43,107.07,109.27,90.23,42.52,57.84,193.48,136.8,119.7,112.16,142.74,110.77,47.75,246.61,19.05,19.77,26.93,25.77,22/09/2023
Madhya Pradesh,37.69,27.9,33.62,78.54,149.44,107.26,109.46,90.85,42.56,57.87,194.21,135.89,119.92,111.95,141.81,111.25,47.42,242.32,18.73,19.44,27.56,24.45,23/09/2023
Madhya Pradesh,37.82,27.42,33.58,78.48,148.09,107.82,109.55,91.7,42.34,57.56,194.63,137.41,120.81,112.25,141.71,109.69,47.78,254.31,17.78,19.58,26.39,24.61,24/09/2023
Madhya Pradesh,38.05,28.02,33.4,78.17,151.36,107.95,109.02,90.43,42.67,58.37,192.69,135.69,119.26,111.17,143.56,109.7,48.07,239.24,19.38,19.62,26.81,23.45,25/09/2023
Madhya Pradesh,37.89,27.61,33.32,78.14,149.93,107.64,109.27,89.8,42.64,57.72,191.84,136.23,119.07,111.18,142.74,110.61,47.68,243.05,19.18,19.66,26.7,22.25,26/09/2023
Madhya Pradesh,37.87,27.74,33.48,78.59,150.72,108.02,109.15,89.59,42.56,57.86,192.87,136.62,119.2,111.09,142.84,110,47.8,244.02,19.22,19.77,27.07,23.14,27/09/2023
Madhya Pradesh,37.63,27.44,33.34,78.85,152.78,109.34,109.63,89.78,42.63,58.32,191.6,137.4,120.5,111.28,143.9,109.82,47.61,247.82,19.57,19.62,27.51,23.95,28/09/2023
Madhya Pradesh,37.67,27.74,33.41,78.25,151.53,108.23,109.64,89.64,42.77,58.51,193.77,135.59,118.84,110.89,142.23,110.26,47.95,241.67,18.88,19.84,27.4,22.67,29/09/2023
Madhya Pradesh,37.98,27.68,33.39,78.63,151.17,108.2,110.17,89.73,42.5,58.08,194.97,137,120.35,111.63,142.64,109.43,47.67,251.97,19.4,19.67,27.31,22.38,30/09/2023
Madhya Pradesh,37.7,28.14,33.97,78.05,149.68,108.14,109.05,90.14,42.83,57.8,194.08,138.46,120.47,112.14,142.69,110.4,48.22,250.81,18.64,19.84,28.08,21.76,01/10/2023
Madhya Pradesh,37.97,27.35,33.49,78.78,152.61,110.97,111.16,90.27,42.7,58.05,192.97,135.97,120.86,111.22,145.69,109.12,48.11,246.14,19.38,19.75,27.42,21,02/10/2023
Madhya Pradesh,37.86,27.52,33.52,78.61,151.68,108.57,109.77,89.98,42.66,57.89,193.16,134.93,119.64,110.25,143.09,108.68,48.36,246.2,19.5,20.05,27.14,21.77,03/10/2023
Madhya Pradesh,38.29,27.82,33.53,78.76,151.51,108.44,109.89,89.89,42.61,58,193.86,134.89,118.61,110.5,142.16,109.74,48.02,248,19.2,19.89,27.52,21.3,04/10/2023
Madhya Pradesh,38.33,27.87,33.64,78.62,151.64,108.71,109.91,89.93,42.59,57.56,192.52,135.36,119.55,110.2,143.51,109.05,47.67,246.89,19.64,19.84,27.5,21.23,05/10/2023
Madhya Pradesh,38.14,27.7,33.56,78.51,151.37,109.19,109.91,89.86,42.6,57.4,192.4,133.9,118.31,109.9,142.54,108.09,48.26,246.98,19.69,20.05,27.33,21.14,06/10/2023
Madhya Pradesh,37.95,27.69,33.63,78.79,151.21,109.64,110.93,89.52,42.54,57.73,191.81,135.26,119.21,109.83,142.44,108.45,47.93,248.65,19.27,20,27.2,20.68,07/10/2023
Madhya Pradesh,37.89,28.06,33.61,79.08,153.58,109.81,110.64,90.25,42.81,58.11,193.67,133.81,118.39,108.25,140.29,108.05,48.75,237.22,19.19,19.67,28.28,20.75,08/10/2023
Madhya Pradesh,38.15,27.8,33.61,79.13,153.41,109.3,110.67,89.35,42.67,57.46,193.65,135.28,119.46,109.46,141.04,107.96,48.46,248.54,19.46,19.78,27.43,20.56,09/10/2023
Madhya Pradesh,37.85,27.78,33.63,79.02,152.91,109.02,110.24,89.39,42.72,57.43,192.87,135.89,119.65,110.04,141.53,108,48.35,247.26,19.35,19.74,27.43,20.91,10/10/2023
Madhya Pradesh,37.75,27.73,33.61,79.55,153.77,109.84,110.84,89.8,42.86,57.64,194.09,136,119.82,109.73,141,107.79,48.7,250.7,19.72,19.7,28.23,20.48,11/10/2023
Madhya Pradesh,38.02,27.83,33.51,79.19,153.79,109.55,110.79,89.68,42.77,57.4,193.21,136.09,119,109.4,140.65,108.6,48.62,247.43,19.28,19.94,27.74,20.47,12/10/2023
Madhya Pradesh,37.96,27.7,33.54,79.2,153.78,109.7,111.15,90.04,42.76,57.53,193.07,135.96,119.27,109.96,142.23,109.3,48.33,249.09,19.55,20.11,27.59,20.5,13/10/2023
Madhya Pradesh,37.9,27.57,33.71,80.26,152.81,109.52,111.52,90.5,42.79,57.95,193.64,136.29,119.12,109.81,141.1,107.65,48.64,252.19,19.02,19.98,28.07,19.49,14/10/2023
Madhya Pradesh,37.92,27.95,33.84,79.5,151.32,108.5,111.05,89.58,43.13,57.47,191.82,134.5,117.03,109.16,138.38,107.89,48.68,242.79,19.18,20.11,28.71,19.57,15/10/2023
Madhya Pradesh,38,28.16,33.84,79.58,153.78,109.22,111.29,90.33,42.88,57.56,192.71,136.07,118.84,109.82,140.14,108.38,48.51,246.47,19.49,20,28.73,20.91,16/10/2023
Madhya Pradesh,38.33,28.04,33.8,79.78,156.56,110.38,112.36,90.22,42.96,57.29,193.73,136.69,119.56,109.71,140.32,107.83,48.69,248.84,19.27,19.98,28.69,20.69,17/10/2023
Madhya Pradesh,37.89,27.87,33.55,79.77,152.85,108.79,110.79,89.72,42.94,57.66,192.4,135.83,119,109.98,140.24,108.83,48.34,247.79,19.57,20.3,28.66,23,18/10/2023
Madhya Pradesh,37.94,27.98,33.6,79.89,153.13,109.23,111.17,90.09,42.98,57.43,192.21,136.23,119.21,110.17,139.96,108.43,48.62,246.64,19.3,20.23,28.87,23.4,19/10/2023
Madhya Pradesh,37.98,27.79,33.53,79.81,152.72,109.3,111.13,90.28,43.07,58.36,192.48,135.5,118.91,110.26,140.51,108.27,48.58,249.89,19.61,20.41,29,22.98,20/10/2023
Madhya Pradesh,38.14,28.05,34.07,79.71,153.85,110.19,112.14,89.69,42.95,57.73,191.21,136.29,120.1,110.19,139.9,108.81,47.88,251.45,19.07,19.98,29.64,22.81,21/10/2023
Madhya Pradesh,38.05,27.79,34.08,79.44,151.54,109.49,110.64,90.1,43.1,58.18,192.92,136.23,118.46,110.59,140.5,108.42,48.67,250.05,19.33,20.36,30.59,22.9,22/10/2023
Madhya Pradesh,37.64,27.95,33.8,79.52,152.11,109.11,110.89,89.95,43.02,57.45,192.6,136.14,119.05,111.07,141.36,110.15,48.4,248.07,19.15,20.4,32.58,24.21,23/10/2023
Madhya Pradesh,37.7,28.02,33.92,79.35,154.47,109.4,111.58,89.95,43.1,57,192.72,136.03,118.15,110.63,138.87,108.5,48.38,241.2,19.1,20.25,33.75,23.6,24/10/2023
Madhya Pradesh,37.65,27.98,33.9,79.96,153.19,109.15,111.31,89.73,43.15,57.56,192.6,135.15,118.69,109.77,139.06,107.96,48.48,246.58,19.27,20.38,34.98,24.35,25/10/2023
Madhya Pradesh,37.34,27.89,33.89,80.11,152.98,109.09,111.36,89.4,43.16,57.64,193.67,135.41,119.27,109.84,138.75,108.14,48.22,245.71,19.62,20.16,37.04,23.89,26/10/2023
Madhya Pradesh,37.65,28,33.94,80.1,153.25,108.94,111.13,89.69,43.17,57.6,192.85,135.1,118.54,109.73,139.28,107.83,48.33,246.71,19.4,20.48,37.98,24.94,27/10/2023
Madhya Pradesh,37.98,28.11,33.82,79.93,154.91,109.71,111.96,89.71,43.07,57.42,191.78,135.78,118.71,109.98,139.05,108.14,48.16,246.89,18.82,20.49,40.02,26.09,28/10/2023
Madhya Pradesh,37.42,28.05,33.61,79.68,155.58,109.68,111.41,89.78,43.33,57.67,192,133.92,118.11,109.46,139.5,109.3,48.14,240.5,19.56,20.44,44.28,27.22,29/10/2023
Madhya Pradesh,37.72,28.22,34.15,79.85,152.5,108.98,110.98,89.89,43.13,57.2,192.48,135.09,117.57,109.57,138.69,108.04,47.93,248.91,19.13,20.98,48.16,27.89,30/10/2023
Madhya Pradesh,37.82,28.29,34.2,79.78,154.93,110.07,111.98,90.11,43.29,57.2,194.02,134.62,117.27,109.69,138.11,107.79,48.27,245.78,19,20.93,53.16,29.04,31/10/2023
Madhya Pradesh,37.96,28.15,34.02,80.53,153.89,109.77,111.85,89.66,43.24,57.54,192.96,135,117.66,110.09,139.57,108.26,48.22,248.26,19.11,20.89,56.21,30.38,01/11/2023
Madhya Pradesh,37.87,28.15,34.04,80.11,155.17,110.57,112.06,89.57,43.38,57.36,193.91,135.62,118.13,110.15,139.91,107.92,48.19,248.28,19.43,20.62,58.87,29.98,02/11/2023
Madhya Pradesh,38.2,28.38,34.24,80.11,156.2,110.22,111.98,89.89,43.42,57.2,193.84,134.42,117.31,109.69,137.82,107.71,48.13,245.8,19.09,20.64,60.13,30.76,03/11/2023
Madhya Pradesh,37.8,28.28,34.09,80.78,156.28,111.15,112.09,90.22,43.53,57.96,193.22,135.8,118.27,109.78,139.36,108.04,48.24,251.47,19.68,20.41,59.55,30.84,04/11/2023
Madhya Pradesh,38.23,28.4,34.27,79.7,156.72,111.4,113.05,89.78,43.27,57.08,192.33,136.79,118.3,110.15,139.44,108.9,47.8,248.45,19.18,20,58.25,30.48,05/11/2023
Madhya Pradesh,38.08,28.52,34.35,80.69,155.58,111.56,112.1,89.9,43.4,57.69,192.32,135.17,117.75,109.83,138,107.13,48.04,249.23,19.4,20.42,59.19,31.54,06/11/2023
Madhya Pradesh,38.13,28.41,34.26,80.59,156.93,112.26,112.57,89.93,43.33,57.59,194.47,135.39,117.91,110.07,139.22,107.78,48.04,249.89,19.28,20.2,59.22,31.72,07/11/2023
Madhya Pradesh,38.09,28.4,34.38,80.89,156.09,112.15,112.23,90.26,43.26,57.5,193.19,134.66,117.91,109.7,137.76,107.26,47.8,249.74,19.61,20.3,57.55,32.19,08/11/2023
Madhya Pradesh,38.4,28.55,34.45,80.81,157.89,112.85,112.53,89.98,43.35,57.59,194.78,135.35,118.15,110.07,138.29,107.17,48,251.61,19.64,20.17,56.48,32.83,09/11/2023
Madhya Pradesh,38.26,28.47,34.26,80.77,157.66,112.91,112.34,90.13,43.38,57.51,194.67,135.59,118.26,110.3,138.2,107.57,47.98,250.77,19.41,20.24,56.39,34.43,10/11/2023
Madhya Pradesh,38.15,27.93,34.12,80.54,158.59,113.78,112.73,89.85,43.29,57.73,194.29,135.39,118.17,110.15,139.13,107.75,47.73,250.98,19.71,20.2,55.56,34.98,11/11/2023
Madhya Pradesh,38.7,28.07,33.67,80.9,161.4,114.63,112.43,91.47,43.33,57.7,190.63,135,119.13,107.9,138.21,107.57,48.57,251.4,17.9,20,54.77,36.87,12/11/2023
Madhya Pradesh,38.42,28.71,34.37,80.18,155.55,111.42,111.5,89.53,43.38,57.03,194.39,135.71,118.08,110.39,138.32,108.58,47.46,249.49,18.41,20.16,56.13,35.68,13/11/2023
Madhya Pradesh,38.23,28.59,34.52,80.59,157.39,112.86,112.25,90.23,43.28,57.16,193.84,134.95,118.44,109.88,137.12,107.71,47.91,253.02,19.28,20.3,56.26,36.07,14/11/2023
Madhya Pradesh,38.36,28.21,34.43,80.71,156.74,112.93,112.1,90.26,43.27,57.68,195.1,135.21,117.62,110.36,137,106.65,47.66,247.85,19.07,20.15,56,36.8,15/11/2023
Madhya Pradesh,38.38,28.26,34.43,80.71,157.81,113.52,112.38,89.86,43.45,57.76,195.36,135.17,118.17,109.69,138,108.05,47.76,254.17,19.9,20.1,56.61,37.36,16/11/2023
Madhya Pradesh,38.49,28,33.95,80.65,158.19,113.65,112.19,90.35,43.33,57.72,194.95,133.54,117.84,110.24,136.44,107.6,47.86,248.97,19,20.03,56.89,37.86,17/11/2023
Madhya Pradesh,38.32,28.49,34.37,80.88,156.59,112.95,111.85,89.49,43.29,58.27,191.63,135.49,118.25,110.63,137.78,108.95,48.05,254.27,20.1,19.9,55.46,36.95,18/11/2023
Madhya Pradesh,38.59,28.05,34.3,80.38,157.89,114.22,112.62,89.86,43.24,57.59,194.08,135.76,118.73,111.35,138.58,108.28,47.65,255.46,18.86,19.84,56.54,36.19,19/11/2023
Madhya Pradesh,38.24,28.44,34.31,80.8,156.98,113.02,111.64,89.82,43.31,58.02,192.29,134.33,119.13,110.73,137.93,107.95,47.51,250.11,20.02,20.22,56.73,36.51,20/11/2023
Madhya Pradesh,38.17,28.62,34.47,80.4,158.74,114.21,112.83,89.98,43.36,57.55,194.49,135.38,118.74,111.19,137.48,107.58,48.15,249.91,19.59,20.13,56.7,35.79,21/11/2023
Madhya Pradesh,38.23,28.54,34.44,80.98,157.79,113.83,112.71,90,43.27,57.6,193.45,135.21,118.6,111,136.85,107.38,48.13,249.63,19.45,20.06,55.94,35.5,22/11/2023
Madhya Pradesh,38.44,28.78,34.73,81.33,157.8,113.6,112.87,90.62,43.22,57.82,193.2,135.76,118.53,111.4,136.36,107.22,48.58,249.24,19.24,19.96,55.8,35.4,23/11/2023
Madhya Pradesh,38.59,28.54,34.39,81.72,157.93,113.98,113.04,90.46,43.15,57.5,193.4,135.43,118.5,111.04,136.22,107.65,48.04,251.87,19.09,19.59,55.96,34.93,24/11/2023
Madhya Pradesh,38.48,28.55,34.41,81.8,158.2,113.43,112.84,90.36,43.23,57.57,194.77,135.77,118.64,111.5,138.33,107.65,48.05,253.45,19.3,19.84,55.89,35.25,25/11/2023
Madhya Pradesh,38.66,28.46,34.39,81.83,160,115.02,113.22,90.63,43.37,57.66,195.32,134.51,118.02,110.88,136.4,107.5,48.15,248.27,19,19.95,56.4,36.13,26/11/2023
Madhya Pradesh,38.22,28.66,34.49,81.8,160.32,115.59,113.27,90.37,43.34,57.63,195.9,136.27,118.78,111.34,140.45,107.81,48.05,254.9,19.39,20.12,55.46,35.41,27/11/2023
Madhya Pradesh,38.45,28.7,34.4,82.11,158.66,114.17,113.21,90.55,43.23,57.45,193.64,135.34,118.57,110.98,136.15,107.13,47.87,250.79,19.24,20.04,55.32,34.7,28/11/2023
Madhya Pradesh,38.53,28.71,34.42,82.31,159.04,114.11,113.47,90.51,43.27,57.3,193.56,135.58,118.84,111.33,137.3,107.91,48.3,252.16,19.23,19.93,54.41,34.55,29/11/2023
Madhya Pradesh,38.42,28.58,34.36,81.82,160.64,115.02,113.53,90.89,43.31,57.18,194.36,136.09,119.44,111.4,137.57,107.7,48.31,251.64,19.36,19.82,55.04,34.62,30/11/2023
Madhya Pradesh,38.59,28.74,34.41,82.02,158.83,114.37,112.72,90.52,43.13,57.6,194.23,135.8,118.3,111.02,135.98,108.38,48.02,252.64,19.09,20.14,54.93,34.68,01/12/2023
Madhya Pradesh,38.43,28.45,34.32,80.7,158.93,113.84,112.36,90.32,43.11,57.41,193.36,135.68,118.73,111.5,137.02,107.83,48.07,252.7,18.77,20.09,55.5,34.8,02/12/2023
Madhya Pradesh,38.53,28.87,34.17,80.27,160.43,115.2,112.8,88.8,43.13,57.37,191,132.57,117.7,109.4,136.45,112.75,47.7,242.8,19.87,19.97,53.87,34.77,03/12/2023
Madhya Pradesh,38.51,28.68,34.36,81.57,158.53,114.13,113.11,90.47,43.22,57.54,192.85,135.53,118.64,111.19,136.61,107.67,47.96,252.17,19.09,20.07,55.57,34.13,04/12/2023
Madhya Pradesh,38.53,28.66,34.43,81.66,158.55,114.28,113.13,90.51,43.17,57.49,193.09,135.43,118.23,111.13,136.46,107.67,47.87,251.11,19.23,19.96,55.51,33.09,05/12/2023
Madhya Pradesh,38.91,28.57,34.41,81.85,158.46,114.3,112.98,90.52,43.15,57.57,193.74,135.93,118.24,111.24,136.8,108.09,48.07,252.02,19.13,19.87,55.78,33.25,06/12/2023
Madhya Pradesh,38.7,28.45,34.28,81.83,159.15,115,113.13,90.64,43.26,58.22,193.3,135.47,117.87,111.3,137.37,107.35,47.8,251.74,19.5,19.85,55.07,31.72,07/12/2023
Madhya Pradesh,38.77,28.69,34.38,81.4,158.96,114.4,112.96,90.27,43.23,57.71,193.27,135.65,118.25,111.23,137.49,107.58,47.94,249.96,19.42,19.83,54.27,29.94,08/12/2023
Madhya Pradesh,38.6,28.87,34.2,81.33,159.73,114.07,112.67,89.93,43.18,57.82,193.78,135.2,118.04,110.8,137.84,107.58,48,249.11,19.32,19.95,53.86,28.3,09/12/2023
Madhya Pradesh,39.29,28.84,34.47,81.5,158.66,114.74,113.11,90.13,43.18,57.42,193.29,136.61,118.13,110.16,136.46,108.71,47.47,254.79,18.82,19.79,53.63,27.45,10/12/2023
Madhya Pradesh,38.64,28.66,34.34,81.74,158.62,113.89,112.55,90.23,43.19,57.74,193.26,135.68,118.51,111.3,137.41,107.79,47.81,251.06,19.47,19.79,51.66,26.66,11/12/2023
Madhya Pradesh,39.02,28.67,34.47,81.87,158.27,114.49,112.76,90.62,43.2,57.49,193.11,136.02,118.64,111.16,137.2,108.27,48.31,253.2,18.87,19.6,50.67,25.36,12/12/2023
Madhya Pradesh,38.94,28.69,34.38,81.77,158.81,114.63,112.79,90.19,43.26,57.66,192.48,135.5,118.19,111.04,137.38,107.54,48.19,251.15,19.26,19.5,48.6,23.79,13/12/2023
Madhya Pradesh,38.77,28.7,34.36,81.96,158.79,114.62,112.91,90.3,43.17,57.81,192.7,135.64,118.47,111.11,137.46,107.63,47.81,250.91,19.49,19.48,47.83,23.5,14/12/2023
Madhya Pradesh,39.04,28.81,34.35,81.81,158.56,115.06,112.85,90.27,43.24,57.61,192.57,136,118.78,110.85,137.16,108.5,47.93,248.63,19.46,19.57,46.3,22.57,15/12/2023
Madhya Pradesh,39.33,28.88,34.62,82.35,157.64,114.42,113.02,90.14,43.22,57.95,192.43,134.1,117.34,110.81,134.98,107.46,47.85,247.95,19.4,19.52,46.02,21.88,16/12/2023
Madhya Pradesh,39.38,28.85,34.18,81.59,159.26,114.08,112.49,90.15,43.31,56.9,192.95,134.13,118,110.38,137.13,108.05,47.85,249.05,19.1,19.28,44.74,21.18,17/12/2023
Madhya Pradesh,39.17,28.83,34.48,82.17,158.74,115.65,113.15,90.96,43.28,57.39,192.07,135.73,118.29,110.53,136.64,108.04,48.2,252.39,19.44,19.09,42.58,21.53,18/12/2023
Madhya Pradesh,39.29,28.71,34.18,81.67,156.64,114.69,112.47,90.6,43.11,57.29,192.2,135.82,118.02,110.36,136.18,107,47.82,252.71,19.23,19.02,41.14,21.48,19/12/2023
Madhya Pradesh,39.13,28.79,34.29,81.5,157.31,114.9,112.44,90.25,43.17,57.54,192.46,135.56,118.27,110.54,136.94,107.29,47.69,250.52,19.58,18.92,40.19,21.48,20/12/2023
Madhya Pradesh,39.17,28.79,34.26,81.49,157.79,115.09,112.62,90.23,43.17,57.78,192.62,134.4,117.45,110.28,135.87,107.38,47.83,248.26,19.28,19.07,37.91,21.07,21/12/2023
Madhya Pradesh,39.24,28.74,34.46,81.22,158.41,115.72,112.78,90.46,43.15,57.35,193.22,136.15,118.87,110.52,138.02,107.57,47.96,251.96,19.49,18.72,38.63,20.76,22/12/2023
Madhya Pradesh,38.72,28.66,34.19,81.45,156.41,114.89,111.89,89.89,43.14,57.93,192.91,134.16,116.91,109.98,137.02,107.48,47.34,249.18,19,18.7,37,20.45,23/12/2023
Madhya Pradesh,38.95,28.9,34.02,80.71,158.12,114.2,111.42,89.83,43.05,57.1,193.34,134.9,118.85,109.12,137.43,107.19,47.51,247.41,19.68,18.1,36.35,20.35,24/12/2023
Madhya Pradesh,39.02,28.77,34.51,81.4,155.05,114.23,111.48,90.02,42.98,57.15,191.83,135.24,117.95,109.95,137.39,107.29,46.8,249.71,19.39,18.5,36.76,20.69,25/12/2023
Madhya Pradesh,38.87,28.81,34.04,81.43,157.45,115.13,111.87,89.83,43.04,57.65,193.2,134.89,118.5,109.57,137.22,107.43,47.33,249.28,19.29,18.58,36.58,21.02,26/12/2023
Madhya Pradesh,38.98,28.65,34.35,81.44,155.6,114.52,111.92,90.06,43.1,57.4,191.9,134.96,118.42,109.98,137.02,106.71,47.19,250.98,19.45,18.57,36.61,21.39,27/12/2023
Madhya Pradesh,38.96,28.69,34.33,81.33,155.08,114.38,112.13,90.02,43.04,57.55,192.02,134.74,117.81,110.11,136.83,106.63,47.09,250.96,19.43,18.62,35.68,22.23,28/12/2023
Madhya Pradesh,38.92,28.73,34.42,81.08,154.92,114.19,112.02,89.96,43.02,57.44,191.96,135.06,117.73,109.81,137.32,106.58,47.02,250.96,19.33,18.43,34.81,22.13,29/12/2023
Madhya Pradesh,38.66,28.75,34.52,80.8,154.11,114.48,111.43,89.8,42.98,57.34,191.91,134.77,117.64,109.89,138.53,106.81,46.66,252.25,19.48,18.33,33.62,22.42,30/12/2023
Madhya Pradesh,39.05,29,34.76,81.08,156.51,113.3,111.62,89.76,43.14,56.65,193.86,133.68,117.76,110.11,137.36,107.35,47.03,250.62,19.33,18.08,33.43,21.76,31/12/2023
